"","numero","ht","circ","bloc"
"1080",1327,24.25,59,2
"1081",1328,21.75,52,2
"1082",1329,24.25,60,2
"1083",1330,23,55,2
"1084",1331,22.75,54,2
"1085",1332,25.25,65,2
"1086",1333,23.75,57,2
"1087",1334,24.75,59,2
"1088",1335,23,55,2
"1089",1336,24.5,57,2
"1090",1337,22.75,45,2
"1091",1338,22.25,48,2
"1092",1339,25.25,66,2
"1093",1340,23.75,56,2
"1094",1341,24.25,63,2
"1095",1346,22.75,63,2
"1096",1348,22.25,59,2
"1097",1351,24.5,64,2
"1098",1353,21.25,45,2
"1099",1354,21.25,43,2
"1100",1355,20.5,38,2
"1101",1356,22,53,2
"1102",1357,20.75,53,2
"1103",1358,21.5,55,2
"1104",1359,20.5,48,2
"1105",1360,20.5,50,2
"1106",1361,19.75,49,2
"1107",1362,19.5,49,2
"1108",1363,21.75,45,2
"1109",1364,19.75,47,2
"1110",1365,18,37,2
"1111",1366,20,46,2
"1112",1367,20,51,2
"1113",1368,19,45,2
"1114",1369,17.75,36,3
"1115",1371,19.5,45,3
"1116",1372,17.25,36,3
"1117",1374,18.75,41,3
"1118",1375,20.75,51,3
"1119",1377,19,43,3
"1120",1378,20.75,35,3
"1121",1379,22,38,3
"1122",1380,16.75,29,3
"1123",1381,17.5,29,3
"1124",1382,21.25,39,3
"1125",1383,15.25,27,3
"1126",1384,21.25,39,3
"1127",1385,21.75,40,3
"1128",1386,18.25,32,3
"1129",1387,22.5,38,3
"1130",1388,14,28,3
"1131",1390,21.5,41,3
"1132",1391,23.25,44,3
"1133",1394,23.75,46,3
"1134",1395,18,34,3
"1135",1396,23.75,59,3
"1136",1397,24.75,59,3
"1137",1398,19.5,41,3
"1138",1399,22.25,52,3
"1139",1400,24.25,55,3
"1140",1401,21,43,3
"1141",1402,21.5,49,3
"1142",1403,23.75,54,3
"1143",1404,22.75,50,3
"1144",1405,21.75,47,3
"1145",1406,21.75,43,3
"1146",1407,22.25,46,3
"1147",1408,23.5,52,3
"1148",1409,23.25,48,3
"1149",1410,22.5,43,3
"1150",1411,23.5,55,3
"1151",1412,25.5,61,3
"1152",1413,23.75,49,3
"1153",1414,20.75,44,3
"1154",1416,20.25,37,3
"1155",1420,21.25,48,3
"1156",1421,24.75,62,3
"1157",1422,19.25,40,3
"1158",1423,20,40,3
"1159",1424,19.5,40,3
"1160",1425,22.25,53,3
"1161",1426,19.75,43,3
"1162",1427,19.25,37,3
"1163",1429,21.75,49,3
"1164",1430,22.75,54,3
"1165",1431,20.25,44,3
"1166",1432,20.5,34,3
"1167",1433,21.25,42,3
"1168",1434,21.75,44,3
"1169",1435,21.5,43,3
"1170",1436,20.25,39,3
"1171",1437,22.25,46,3
"1172",1438,19.25,41,3
"1173",1439,22.25,50,3
"1174",1440,20.75,39,3
"1175",1441,18.25,33,3
"1176",1442,22.75,53,3
"1177",1443,21.25,43,3
"1178",1444,20,51,3
"1179",1445,24.25,53,3
"1180",1446,22.5,46,3
"1181",1447,22.75,48,3
"1182",1448,24.25,56,3
"1183",1449,23.75,52,3
"1184",1450,22.5,49,3
"1185",1451,21.75,46,3
"1186",1452,22,43,3
"1187",1453,22.5,46,3
"1188",1454,23.25,50,3
"1189",1455,21.5,41,3
"1190",1456,23,52,3
"1191",1457,21.25,42,3
"1192",1458,21,42,3
"1193",1460,22.75,52,3
"1194",1461,21.75,51,3
"1195",1462,22.75,55,3
"1196",1463,21,42,3
"1197",1464,21.75,46,3
"1198",1465,23.25,53,3
"1199",1466,23,55,3
"1200",1467,22.25,51,3
"1201",1468,21.25,48,3
"1202",1469,24,57,3
"1203",1470,15.75,31,3
"1204",1471,15.75,33,3
"1205",1472,23.75,57,3
"1206",1473,21.25,46,3
"1207",1474,23.75,58,3
"1208",1475,25.5,62,3
"1209",1476,17,31,3
"1210",1477,21.5,48,3
"1211",1478,21.75,44,3
"1212",1479,25.25,57,3
"1213",1480,24.75,57,3
"1214",1481,22.75,47,3
"1215",1482,24.25,53,3
"1216",1483,24.25,55,3
"1217",1484,23,46,3
"1218",1485,25.25,55,3
"1219",1486,25.25,62,3
"1220",1487,24.75,60,3
"1221",1488,24.75,63,3
"1222",1489,25.25,61,3
"1223",1491,20.75,47,3
"1224",1492,25.75,63,3
"1225",1493,23.25,55,3
"1226",1495,23.75,60,3
"1227",1496,27,72,3
"1228",1497,17.75,37,3
"1229",1498,25.75,67,3
"1230",1499,16.25,32,3
"1231",1500,26.75,73,3
"1232",1501,24.25,63,3
"1233",1502,27.75,77,3
"1234",1503,12.5,27,3
"1235",1504,19.75,35,3
"1236",1505,25.75,55,3
"1237",1506,24.25,45,3
"1238",1507,25.5,58,3
"1239",1508,22.25,43,3
"1240",1509,24.75,55,3
"1241",1510,26,59,3
"1242",1512,25.5,59,3
"1243",1513,21.75,48,3
"1244",1514,21.75,48,3
"1245",1515,23.25,56,3
"1246",1517,23.25,57,3
"1247",1519,21.5,46,3
"1248",1520,22.25,52,3
"1249",1521,22.75,54,3
"1250",1522,24.25,57,3
"1251",1523,22.25,44,3
"1252",1524,23,51,3
"1253",1525,23.25,57,3
"1254",1526,23.25,53,3
"1255",1527,24.25,59,3
"1256",1528,24.25,61,3
"1257",1529,24.25,59,3
"1258",1530,15,30,3
"1259",1531,25.25,64,3
"1260",1532,25.5,59,3
"1261",1533,25.25,66,3
"1262",1534,24.25,56,3
"1263",1535,22.5,47,3
"1264",1536,25,60,3
"1265",1537,25.25,62,3
"1266",1538,24.25,59,3
"1267",1539,24.25,58,3
"1268",1540,21.75,49,3
"1269",1541,24,56,3
"1270",1542,22.75,51,3
"1271",1543,20,46,3
"1272",1544,23.25,53,3
"1273",1545,16.5,33,3
"1274",1546,21,41,3
"1275",1547,23.75,54,3
"1276",1548,22,46,3
"1277",1549,25,64,3
"1278",1550,24.75,57,3
"1279",1551,24.75,57,3
"1280",1553,25.25,62,3
"1281",1554,14.25,26,3
"1282",1556,25,61,3
"1283",1557,25.25,65,3
"1284",1558,23.75,57,3
"1285",1559,23.25,53,3
"1286",1560,22.75,54,3
"1287",1561,22.25,52,3
"1288",1562,23,53,3
"1289",1563,22.75,47,3
"1290",1564,24.25,58,3
"1291",1565,24.25,60,3
"1292",1566,22.5,47,3
"1293",1567,26.5,64,3
"1294",1568,17.5,34,3
"1295",1569,25.75,53,3
"1296",1570,24.25,52,3
"1297",1571,24.5,50,3
"1298",1572,24.25,56,3
"1299",1573,25,60,3
"1300",1574,19.5,38,3
"1301",1575,24.75,60,3
"1302",1579,18.5,42,3
"1303",1585,16.75,31,3
"1304",1586,22,48,3
"1305",1587,19.25,43,3
"1306",1588,21.5,49,3
"1307",1589,18.75,37,3
"1308",1590,17.75,40,3
"1309",1591,21,49,3
"1310",1592,19.25,39,3
"1311",1595,20.75,47,3
"1312",1596,20,44,3
"1313",1597,19.5,37,3
"1314",1598,20.75,46,3
"1315",1599,20,44,3
"1316",1600,21.25,46,3
"1317",1601,20.5,44,3
"1318",1602,20.5,45,3
"1319",1603,21.75,49,3
"1320",1604,21.25,47,3
"1321",1605,21.75,49,3
"1322",1606,22,52,3
"1323",1607,23.75,62,3
"1324",1608,22.25,52,3
"1325",1610,21.5,49,3
"1326",1611,17.25,38,3
"1327",1612,20,44,3
"1328",1613,16.25,35,3
"1329",1614,19.75,44,3
"1330",1615,19.75,38,3
"1331",1617,18.25,39,3
"1332",1619,20.5,45,3
"1333",1620,20.25,48,3
"1334",1621,23.25,57,3
"1335",1622,21.5,52,3
"1336",1623,22.75,53,3
"1337",1624,22.75,54,3
"1338",1626,22.75,53,3
"1339",1628,21.75,54,3
"1340",1629,22.25,53,3
"1341",1630,21.75,40,3
"1342",1631,21.25,43,3
"1343",1633,22.75,44,3
"1344",1635,17,33,3
"1345",1636,23.25,49,3
"1346",1637,22.5,43,3
"1347",1638,23.5,52,3
"1348",1639,20.5,42,3
"1349",1640,22,46,3
"1350",1641,21.5,42,3
"1351",1642,22.25,45,3
"1352",1643,21.75,42,3
"1353",1644,23,48,3
"1354",1645,22.25,45,3
"1355",1646,22.25,49,3
"1356",1647,22.75,48,3
"1357",1648,18.5,43,3
"1358",1650,18.25,40,3
"1359",1651,21,52,3
"1360",1653,18.75,39,3
"1361",1654,21.75,53,3
"1362",1655,23,53,3
"1363",1657,21.75,48,3
"1364",1658,20.75,42,3
"1365",1659,20.75,44,3
"1366",1660,22,46,3
"1367",1662,21.75,50,3
"1368",1663,20.25,44,3
"1369",1664,17,34,3
"1370",1665,20.75,43,3
"1371",1666,22.25,49,3
"1372",1667,21.25,44,3
"1373",1668,23,56,3
"1374",1669,22.5,50,3
"1375",1670,21.25,46,3
"1376",1671,21.75,48,3
"1377",1672,22.75,50,3
"1378",1673,20,39,3
"1379",1674,22.25,49,3
"1380",1675,18.75,43,3
"1381",1676,18.5,44,3
"1382",1677,18.25,45,3
"1383",1678,18.25,44,3
"1384",1679,20.5,39,3
"1385",1680,18,43,3
"1386",1681,20.75,48,3
"1387",1682,18.75,38,3
"1388",1683,19,45,3
"1389",1684,20.25,48,3
"1390",1685,22.5,53,3
"1391",1687,19,42,3
"1392",1688,21,52,3
"1393",1690,20.75,48,3
"1394",1691,22,57,3
"1395",1692,18.25,39,3
"1396",1702,20.5,43,3
"1397",1703,23,60,3
"1398",1704,23.75,57,3
"1399",1705,22.5,54,3
"1400",1706,22.25,50,3
"1401",1707,23,55,3
"1402",1708,23.75,55,3
"1403",1709,16.75,34,3
"1404",1710,24.75,65,3
"1405",1711,22.25,52,3
"1406",1712,22.25,51,3
"1407",1713,22.75,53,3
"1408",1714,21.75,51,3
"1409",1715,22,49,3
"1410",1716,22,46,3
"1411",1717,22,52,3
"1412",1718,23.25,55,3
"1413",1719,22.75,50,3
"1414",1720,22.25,52,3
"1415",1721,22.75,59,3
"1416",1722,22.75,57,3
"1417",1723,21.5,40,3
"1418",1724,22.75,54,3
"1419",1725,21.25,46,3
"1420",1726,22.75,46,3
"1421",1727,22.5,54,3
"1422",1728,22.25,52,3
"1423",1729,21.25,51,3
"1424",1730,20.25,52,3
"1425",1732,16.5,37,3
"1426",1733,17,41,3
"1427",1735,20.25,50,3
"1428",1736,20.25,37,3
"1429",1737,19.75,40,3
